S.No,Long,Lat,pH,EC,OC,N,P,K,S,Zn,Fe,Cu,Mn,B
16504,74.90388889,18.90027778,8.4,0.35,0.4,245,6.66,333,6.99,0.43,1.65,2.1,8.98,0.3
16505,74.75777778,18.90083333,8.64,0.2,0.34,69,4.35,130,9.11,0.62,0.81,0.2,0.62,0.2
16506,74.82083333,18.90083333,8,0.32,0.42,245,6.77,333,6.99,0.54,1.54,1.51,7.88,0.3
16507,74.67722222,18.90111111,8.01,1.2,0.9,180,8.94,375,6.81,0.17,1.9,0.57,0.97,0.19
16508,74.82444444,18.90111111,8.64,0.38,0.55,132,7.15,160,12.41,0.5,0.65,0.32,0.24,0.16
16509,73.74888889,18.90138889,6.8,1,0.51,127.5,12,408,22,1,4,14,8,3
16510,75.20555556,18.90138889,8.16,1.81,0.28,67,5.37,180,9.22,0.01,0.4,0.6,0.8,0.14
16511,74.79638889,18.90166667,8.31,0.77,0.15,188,16.45,88.7,12.97,0.61,1.03,2.71,2.64,
16512,74.33972222,18.90194444,7.85,0.27,1.02,714,8.99,441.47,11.79,0.22,1.3,0.17,0.87,0.39
16513,74.84194444,18.90194444,8.24,0.79,0.42,201,31.21,200.48,15.53,0.43,0.55,2.51,6.51,
16514,74.7725,18.90222222,7.91,0.78,0.75,525,12.66,638,8.7,0.64,2.94,0.72,1.52,0.48
16515,74.85666667,18.90222222,7.9,0.33,0.45,208,7.18,398,7.34,0.43,1.88,1.99,8.98,0.33
16516,75.19083333,18.90277778,,0.18,0.47,80.81,7.61,294,7.47,0.47,0.86,0.52,0.71,0.39
16517,76.04166667,18.90277778,8.77,0.79,0.72,194.4,9.22,413.28,1.48,0.46,1.34,1.32,3.23,1.15
16518,74.4325,18.90305556,8.31,1.29,0.87,233.1,3.69,465.92,1.3,0.29,1.14,1.73,1.15,1.27
16519,74.62305556,18.90305556,8.41,0.36,0.74,197.65,8.54,423.36,2.45,0.58,1.22,2.11,3.49,1.89
16520,74.90166667,18.90333333,8.88,0.19,0.83,222.65,8.3,390.88,1.96,0.56,1.31,1.76,3.62,0.99
16521,74.40055556,18.90361111,8.62,0.12,0.93,232.06,8.88,442.4,1.36,0.54,1.42,1.52,2.91,1.93
16522,74.47277778,18.90361111,8.46,0.38,1.09,269.69,5.38,334.88,1.4,0.5,1.23,1.43,3.18,0.88
16523,74.64027778,18.90388889,7.75,1.03,0.15,38.44,8.32,112,7.4,0.12,0.62,0.3,0.35,0.3
16524,74.78722222,18.90388889,8.2,0.89,0.78,251,19.35,86.24,15.29,0.55,0.81,0.94,4.13,
16525,74.39861111,18.90416667,8.5,0.16,0.7,156.8,6.48,309.12,1.38,0.69,1.22,1.35,2.72,1.91
16526,74.52611111,18.90416667,,0.19,0.62,169.66,5.95,262.08,2.01,0.21,1.26,1.42,3.33,1.3
16527,75.12333333,18.90416667,8.1,0.6,0.81,160,5.58,320,7.45,0.3,0.61,0.51,0.43,0.14
16528,74.55527778,18.90472222,8.78,0.21,0.42,119.16,8.5,464.8,1.7,0.34,1.34,1.63,3.78,1.28
16529,74.35916667,18.905,8.41,0.34,0.48,119.68,3.72,439.04,1.45,0.52,1.03,1.48,2.62,1.72
16530,74.58194444,18.905,8.35,0.65,0.68,185.02,6.28,320.32,1.67,0.29,0.83,1.84,1.56,1.12
16531,74.84388889,18.905,8.2,0.79,0.39,201,18.14,87.14,14.21,0.68,0.33,2.22,4.56,
16532,74.76638889,18.90527778,7.82,0.63,0.96,672,16.1,302,8.2,0.84,2.98,0.42,1.62,0.72
16533,74.82694444,18.90527778,8.37,0.24,0.15,36.18,3.19,141,11.3,0.22,0.4,0.18,0.3,0.12
16534,75.08,18.90527778,8.26,1.36,0.31,74,4.41,180,9.41,0.44,0.64,0.22,0.59,22
16535,74.65888889,18.90555556,8.7,0.29,0.39,112.89,6.72,276.64,1.21,0.22,1.21,1.33,2.88,1.03
16536,75.17805556,18.90555556,8.46,0.25,0.44,125.4,8.16,338.24,2.21,0.27,1.38,0.82,,1.03
16537,76.50027778,18.90555556,6.6,0.07,1.2,300,40,670,6,0.78,8,20,14,0.38
16538,76.21527778,18.90583333,8.33,0.26,0.76,188.16,7.73,207.2,1.73,0.18,1.32,1.2,3.51,1.49
16539,73.94027778,18.90638889,7.5,0.2,0.26,65,29,218,15,0.51,11,0.54,18,0.72
16540,74.80527778,18.90638889,8.43,0.6,0.74,197.56,3.31,460.32,2.61,0.57,1.34,1.57,2.97,1.21
16541,75.93083333,18.90638889,7.89,0.52,0.42,120,8.83,210,10.56,0.57,0.88,0.38,1.03,0.2
16542,74.30472222,18.90666667,8.5,0.12,0.89,235.2,7.97,311.36,1.39,0.32,1.06,1.22,2.81,1.32
16543,74.77305556,18.90666667,7.45,0.82,0.51,399,11.5,582,7.1,0.72,3.1,0.54,1.78,0.5
16544,74.7925,18.90666667,7.74,0.11,0.65,158,4.42,221,9.4,0.31,0.67,0.41,0.62,0.2
16545,74.82861111,18.90722222,8.45,0.64,0.79,194.43,7.63,374.08,1.33,0.47,1.47,2.12,2.91,1.05
16546,74.32666667,18.9075,8.5,0.28,0.74,181.81,5.81,516.32,1.89,0.33,1.31,1.41,3.11,1.45
16547,73.93805556,18.90777778,6.5,0.27,1.07,267,4,731,22,0.36,20.37,4.39,40.54,2.4
16548,73.93833333,18.90777778,6.3,0.33,1.33,332,7,629,14,0.24,6.08,2.6,30.15,1.3
16549,74.62333333,18.90777778,,0.34,1.05,260.2,4.85,461.44,1.96,0.43,1.22,1.25,2.94,1.46
16550,74.80416667,18.90777778,8.16,1.8,0.62,149,6.48,220,3.5,0.02,0.32,0.24,0.13,0.16
16551,74.87083333,18.90777778,8.18,0.88,0.81,219.52,4.18,468.16,2.02,0.22,0.96,0.88,3.14,1.91
16552,74.76583333,18.90805556,7.64,0.57,0.93,651,15,627,7,0.72,2.86,0.58,1.66,0.9
16553,73.93888889,18.90833333,6.7,0.19,1.22,305,9,263,4,0.5,20.6,4.22,52,0.6
16554,74.96083333,18.90833333,8.35,1.34,0.64,154,3.33,140,8.28,0.35,0.63,0.44,0.48,0.2
16555,74.42583333,18.90861111,8.76,0.26,0.87,216.38,8.45,464.8,1.38,0.52,1.32,1.52,3.21,1.52
16556,74.44416667,18.90861111,8.89,0.55,0.6,147.39,6.48,338.24,1.51,0.31,1.3,1.34,3.21,1.09
16557,74.72972222,18.90888889,8,0.35,0.4,245,7.18,333,7.34,0.54,1.53,1.51,8.98,0.36
16558,74.91805556,18.90916667,8.02,0.54,0.68,169.34,4.99,353.92,1.81,0.33,1.29,1.4,2.71,1.86
16559,74.81472222,18.90972222,7.95,0.73,0.5,140,10.22,200,9.44,0.41,0.63,0.5,0.5,0.2
16560,73.61222222,18.91,7.38,0.1,1.12,781.2,6.58,974.84,6.96,0.44,4.87,0.31,1.42,0.41
16561,74.39055556,18.91,7.5,0.37,0.6,420,10.31,203.84,13.33,13.33,0.39,1.85,0.27,0.55
16562,74.77527778,18.91,7.93,0.5,1.03,257.15,5.81,378.56,1.83,0.32,1.3,1.24,2.85,1.72
16563,74.82027778,18.91,8.2,0.25,0.76,188.16,6.82,483.84,1.78,0.42,1.18,1.42,2.81,1.97
16564,75.90388889,18.91,8.35,1.61,0.84,220,6.66,96.43,8.5,0.37,0.89,0.2,1.1,0.11
16565,74.34694444,18.91027778,8.32,0.4,0.89,219.52,7.39,311.36,2.09,0.63,1.18,1.79,2.66,1.04
16566,74.73388889,18.91027778,8.4,0.36,0.49,245,6.77,455,6.84,0.61,1.54,1.51,9.14,0.34
16567,73.90388889,18.91083333,5.6,0.08,0.72,180,54,144,8,0.57,28.2,3.42,67,3.2
16568,74.84388889,18.91083333,8.26,0.77,0.54,251,19.84,136.61,15.31,0.6,0.33,2.99,5.11,
16569,74.72805556,18.91138889,8.23,0.14,0.72,194.43,4.18,352.8,2.23,0.63,1.59,1.85,3.84,1.47
16570,73.61611111,18.91166667,7.51,0.07,0.97,680.4,8.55,740.37,5.99,0.45,4.66,0.32,1.35,0.41
16571,74.51638889,18.91194444,8.36,2.12,0.52,144.25,8.78,352.8,1.46,0.42,1.33,1.23,2.1,0.91
16572,74.63194444,18.91194444,8.61,0.27,0.7,188.16,8.11,397.16,1.56,0.29,1.31,1.23,3.15,1.71
16573,74.75194444,18.91194444,8.25,0.86,0.48,213,22.74,125.55,11.43,0.56,0.67,1.7,1.17,
16574,74.53111111,18.91222222,8.36,0.43,0.91,225.79,5.76,467.04,1.55,0.53,1.27,1.61,2.71,1.25
16575,74.64027778,18.91222222,8.09,0.9,0.62,98,4.4,225,8.32,0.14,0.64,0.3,0.24,0.11
16576,74.73527778,18.91277778,8.27,0.43,0.97,257.15,4.85,341.6,2.23,0.39,1.42,1.62,2.88,0.28
16577,74.62694444,18.91333333,8.04,0.27,0.56,156.8,7.73,264.32,3.84,0.13,0.91,1.57,2.22,1.68
16578,74.70166667,18.91333333,8.43,0.87,0.42,119.16,8.69,322.56,1.91,0.31,1.5,1.42,3.86,1.51
16579,74.76027778,18.91333333,8.72,0.16,0.62,169.34,13.06,348.32,1.53,0.17,1.31,1.47,1.88,1.52
16580,73.97027778,18.91361111,6.2,0.21,1.13,282,5,1147,14,0.34,22.95,3.66,64.62,6
16581,74.53638889,18.91388889,8.31,0.64,0.81,200.7,8.16,336,1.19,0.34,1.28,1.52,3.12,1.06
16582,74.98083333,18.91388889,8.91,0.48,0.64,175.61,8.88,301.28,2.13,0.4,1.35,1.33,2.91,1.16
16583,74.51111111,18.91444444,7.92,0.34,0.3,60,6.25,271,9.09,0.29,0.69,0.82,0.43,0.18
16584,74.65666667,18.91444444,8.38,0.46,0.81,216.38,4.85,437.92,2.63,0.52,1.26,1.88,2.89,1.59
16585,74.80583333,18.91444444,7.8,0.38,0.49,245,6.84,440,6.76,0.58,1.54,2.1,7.78,0.39
16586,74.75083333,18.91472222,8.17,0.5,0.87,257.15,6.43,404.32,1.46,0.68,1.32,1.71,2.98,1.7
16587,74.955,18.91472222,8.4,0.34,0.4,208,7.18,409,6.59,0.55,1.88,1.34,7.66,0.36
16588,75.13333333,18.91472222,8.36,0.25,0.48,102,5.41,219,8.25,0.41,1.02,0.19,0.29,0.19
16589,74.81361111,18.91527778,8.3,0.99,0.39,213,22.74,126,11.46,0.52,0.96,2.07,3.23,
16590,74.59305556,18.91583333,8.39,0.27,0.83,206.9,8.21,340.48,1.89,0.78,1.48,1.64,3.18,1.17
16591,74.06972222,18.91611111,7.52,0.72,0.24,168,17.11,105,8,0.3,2.86,0.3,1.85,0.7
16592,74.50444444,18.91611111,8.82,0.15,0.68,169.34,8.21,275.52,1.33,0.34,1.18,1.39,2.71,1.26
16593,74.82972222,18.91638889,8,0.66,0.54,201,16.69,121.69,15.55,0.57,2.02,2.47,4.13,
16594,74.47666667,18.91722222,8.63,0.19,0.46,112.89,4.9,300.16,0.94,0.42,1.27,1.32,3.4,1.18
16595,75.08694444,18.9175,8.2,0.24,0.96,201,9.12,261,9.24,0.74,0.18,0.26,0.39,0.19
16596,75.18472222,18.9175,8.14,1.07,0.62,149,5.41,160,9.41,0.4,0.65,0.5,0.55,0.16
16597,75.80055556,18.9175,8.25,0.9,0.62,149,4.48,300,10.41,0.43,0.83,0.22,0.62,0.11
16598,74.51194444,18.91777778,8.43,0.19,0.46,128.57,13.44,304.64,1.81,0.29,1.26,1.3,1.95,1.53
16599,74.5125,18.91777778,8.5,0.21,0.4,172.89,5.28,313.6,2.57,0.43,1.33,1.05,1.91,1.43
16600,74.83666667,18.91777778,8.36,0.23,0.93,247.74,5.9,495.04,1.35,0.57,1.52,1.49,3.18,1.02
16601,74.49722222,18.91805556,,0.57,0.62,169.34,10.17,324.8,1.54,0.27,1.74,1.71,2.92,1.47
16602,74.88638889,18.91805556,8.3,0.36,0.38,209,6.78,444,7.24,0.58,1.54,1.28,9.14,0.43
16603,74.82861111,18.91833333,7.5,0.37,0.34,230,6.66,403,7.18,0.52,1.54,2.1,8.65,0.32
16604,75.30055556,18.91833333,8.19,0.18,0.44,72.24,9.24,200,10.28,0.2,0.48,0.63,0.37,0.41
16605,74.60444444,18.91888889,8.41,0.29,0.7,172.48,6.57,371.84,1.6,0.24,1.03,1.41,2.81,1.28
16606,74.77194444,18.91888889,8.4,0.29,0.48,236,7.31,433,6.59,0.61,1.53,1.66,8.98,0.36
16607,75.85861111,18.91916667,7.4,0.44,0.62,190,6.62,210,10.48,1.03,1.01,0.79,0.81,0.2
16608,76.225,18.91944444,8.06,0.43,66,123,7.26,291,7.12,0.56,0.44,0.37,0.69,0.18
16609,74.77083333,18.91972222,8.6,0.37,1.09,269.69,4.9,407.68,1.71,0.21,1.18,1.22,2.72,0.86
16610,75.93138889,18.92,8.32,2.06,0.58,133,6.2,140,9.4,0.22,0.37,0.66,0.14,0.3
16611,74.40027778,18.92055556,8.04,0.27,0.6,147.39,6.58,322.56,1.14,0.39,1.33,1.25,3.05,1.17
16612,74.88638889,18.92055556,7.96,0.85,0.66,462,13.4,483,7.1,0.38,3.1,0.77,2.47,0.67
16613,74.40333333,18.92083333,,0.18,0.66,163.07,6.91,383.04,1.79,0.53,1.34,1.42,2.85,1.68
16614,74.55472222,18.92138889,8.46,0.25,0.93,232,6.24,323.68,1.8,0.48,1.32,1.37,3.22,1.75
16615,74.555,18.92138889,8.35,0.32,1.05,260.2,8.5,350.56,2.16,0.53,1.43,1.24,3.46,1.94
16616,74.74916667,18.92138889,7.6,0.32,0.48,236,6.78,455,7.18,0.43,1.54,1.28,8.65,0.43
16617,74.83916667,18.92138889,8.61,4.26,0.42,183.4,6,344.96,2.55,0.63,1.73,2.9,3.55,1.47
16618,75.17388889,18.92166667,8.2,0.29,0.75,130,8.25,276,6.89,0.75,0.94,0.58,0.49,0.12
16619,74.53527778,18.92194444,8.49,0.27,0.83,206.9,7.97,325.92,1.38,0.3,1.48,1.27,2.63,1.94
16620,74.64,18.92222222,,0.26,0.46,128.57,8.45,479.36,1.24,0.38,1.71,1.64,3.07,1.05
16621,74.73527778,18.92222222,8.48,1.18,0.62,153.6,8.02,372.96,1.56,0.32,1.52,2.84,3.71,1.55
16622,74.5175,18.9225,8.41,0.25,0.52,144.25,5.42,462.56,1.46,0.43,1.28,1.2,2.71,1.6
16623,74.7875,18.9225,8.7,0.24,0.5,137.98,8.54,476,2.69,0.6,1.32,1.69,3.25,1.22
16624,74.84333333,18.92277778,8,0.38,0.41,266,6.66,444,7.24,0.48,1.53,1.34,8.34,0.34
16625,74.89611111,18.92277778,7.52,1,0.48,630,11.2,504,7.4,0.25,2.65,0.25,1.6,0.6
16626,74.05333333,18.92305556,7.4,0.98,0.93,651,8.99,923.08,14.04,0.23,0.98,0.18,1.7,0.39
16627,76.05694444,18.92305556,7.88,0.69,0.51,122,8.44,200,8.55,1.01,1.08,0.68,0.85,0.17
16628,73.83777778,18.92361111,7.91,1.71,0.63,441,10.53,418.24,8.11,0.19,1.3,0.22,1.75,0.39
16629,74.25583333,18.92388889,6.4,0.55,0.39,97.5,26.4,969,8,14,30,8,14,14
16630,74.72638889,18.92388889,8.65,0.29,0.48,119.1,8.88,405.44,1.51,0.28,1.29,1.61,2.85,1.35
16631,74.57166667,18.92444444,8.12,2.13,0.41,98,5.48,140,8.15,0.19,0.43,0.35,0.24,0.1
16632,74.75777778,18.92472222,8.26,0.65,0.68,185.02,4.9,370.72,2.56,0.65,1.79,1.83,3.34,1.51
16633,74.80833333,18.92472222,8.4,0.32,0.87,216.38,5.47,353.92,1.98,0.51,1.14,1.49,3.15,1.15
16634,74.91055556,18.92472222,,1.85,0.68,185.02,7.2,421.12,1.44,0.49,1.39,1.94,3.23,1.38
16635,74.52194444,18.92527778,8.34,0.17,0.35,100.32,5.47,340.48,1.37,0.47,1.45,1.34,3.62,0.94
16636,76.09916667,18.92527778,7.96,1.5,0.54,108,6.45,270,8.11,0.47,0.73,0.53,0.43,0.09
16637,74.81138889,18.92583333,8.39,0.28,0.91,225.79,5.23,408.8,2.01,0.48,1.18,1.51,3.28,1.76
16638,74.875,18.92583333,8.27,0.32,0.83,206.97,9.65,309.12,2.35,0.33,1.21,1.43,2.82,0.84
16639,74.90194444,18.92583333,8.4,0.3,0.34,212,6.84,403,7.18,0.43,1.54,1.66,7.66,0.32
16640,74.96611111,18.92583333,7.5,0.3,0.43,232,7.11,409,6.59,0.55,1.53,1.57,9.11,0.43
16641,76.03027778,18.92583333,8.35,2.27,0.9,140,3.37,76.49,5.32,0.75,1.1,0.4,0.7,0.14
16642,74.7175,18.92611111,8.73,0.15,0.58,144.25,5.09,344.96,1.72,0.51,1.17,1.33,2.71,1.47
16643,74.8225,18.92611111,,0.56,0.72,194.43,6.14,458.08,1.22,0.66,1.55,1.6,3.25,1.51
16644,75.03305556,18.92611111,,0.38,0.87,233.1,5.18,407.68,2.19,0.1,1.48,1.51,2.71,1.23
16645,74.66666667,18.92638889,8.4,0.75,0.48,115,5.33,190,0.41,0.15,0.42,0.42,0.44,0.12
16646,74.89194444,18.92638889,8.38,0.47,0.91,225.79,5.81,496.16,1.9,0.29,1.19,1.4,3.21,1.38
16647,74.6525,18.92694444,8.38,1.24,0.44,106,3.67,140,9.33,0.22,0.65,0.11,0.48,0.14
16648,74.69694444,18.92694444,8.61,0.16,0.62,169.34,6.05,483.84,1.81,0.57,1.35,1.49,3.48,1.28
16649,75.03666667,18.92694444,8.78,0.14,0.4,126.03,4.75,226.24,2.09,0.35,1.23,1.69,2.63,0.66
16650,74.76444444,18.92722222,8.34,0.96,0.15,238,31.21,60.26,12.47,1.17,8.74,2.89,34.49,
16651,74.71694444,18.92777778,8.25,0.69,0.51,188,23.95,184.13,13.64,0.62,0.71,9,21.92,
16652,74.78777778,18.92777778,7.99,0.76,0.42,188,24.43,118.16,11.91,0.37,1.18,2.55,0.87,
16653,74.79333333,18.92805556,7.7,0.33,0.36,266,6.84,423,7.21,0.58,1.66,1.28,7.66,0.43
16654,74.88388889,18.92805556,7.4,0.34,0.4,222,6.84,433,6.76,0.55,1.65,1.34,8.98,0.3
16655,74.85777778,18.92833333,,0.83,0.74,200.7,5.71,202.72,2.43,0.48,1.24,1.91,3.11,1.89
16656,74.68972222,18.92861111,8.73,0.56,0.7,188.16,9.02,397.16,1.73,0.4,1.29,1.72,3.72,1.31
16657,74.89361111,18.92861111,8.74,0.7,0.52,144.2,4.51,360.64,2.7,0.48,1.31,2.34,3.21,1.9
16658,74.76722222,18.92888889,8.14,0.19,1.73,17.62,20.8,254.02,,0.39,0.72,2.43,10.87,
16659,74.79916667,18.92888889,8.18,0.16,0.87,232.06,8.02,264.32,1.84,0.38,1.22,1.44,2.91,1.74
16660,74.43916667,18.92916667,8.38,0.33,0.68,169.34,6.38,264.32,1.38,0.12,1.29,1.36,3.25,1.7
16661,74.89138889,18.92916667,7.91,0.39,0.68,169.3,6.62,196,2.46,0.74,1.62,2.36,3.78,1.91
16662,73.61527778,18.92944444,7.61,0.11,1.22,856.8,9.43,974.84,7.44,0.45,4.61,0.35,1.45,0.51
16663,74.49583333,18.92944444,8.34,0.21,0.97,241.47,8.02,246.32,1.38,0.19,1.32,1.39,2.79,1.06
16664,74.91277778,18.92944444,7.4,0.33,1.08,756,10.75,334.8,14.68,0.22,1.2,0.22,0.98,0.29
16665,75.4625,18.92944444,8.7,0.32,0.84,185,5.34,194,10.35,0.88,1,0.22,1.02,0.22
16666,74.77,18.92972222,8.2,0.35,0.62,169.34,6.77,378.56,2.18,0.64,1.24,1.81,2.92,1.15
16667,74.97916667,18.92972222,8.4,0.22,0.66,124,8.29,289,6.37,44,0.82,0.38,0.36,0.12
16668,74.59916667,18.93055556,8.11,0.28,0.72,178.75,6.67,153.44,2.35,0.65,1.35,1.4,3.2,1.2
16669,74.73666667,18.93083333,8.67,0.22,0.7,188.16,7.34,267.68,2.08,0.62,1.2,1.53,3.29,1.31
16670,74.82861111,18.93083333,8.04,0.75,0.87,216.38,9.17,371.84,1.51,0.31,1.14,1.59,3.05,1.32
16671,74.64833333,18.93111111,8.35,0.63,0.66,163.07,7.44,333.76,1.19,0.27,1.42,1.36,2.91,1.59
16672,74.56361111,18.93166667,8.48,0.16,0.91,244.6,3.26,250.88,1.89,0.43,1.53,1.83,2.74,1.44
16673,74.57472222,18.93166667,,0.18,0.7,188.16,3.6,276.64,2.14,0.61,1.24,1.73,2.93,1.41
16674,74.76361111,18.93166667,8.62,0.43,0.62,169.34,7.01,364.68,1.9,0.58,1.41,1.51,3.08,0.26
16675,74.58638889,18.93194444,,0.22,0.89,235.2,9.41,464.8,1.89,0.48,1.41,1.62,3.2,1.01
16676,74.58916667,18.93194444,8.74,0.14,0.97,257.15,9.41,349.44,1.39,0.72,1.34,1.58,3.72,0.97
16677,74.60611111,18.93194444,8.93,0.32,0.52,144.25,6.24,327.04,1.44,0.4,1.74,0.87,2.11,1.4
16678,74.6775,18.93194444,8.21,0.85,0.66,178.7,6.29,287.8,3.07,0.54,1.34,1.92,2.72,0.98
16679,74.79666667,18.93194444,8.17,0.86,0.24,213,22.26,66.3,12.63,0.52,1.1,1.53,4.43,
16680,74.89472222,18.93194444,7.66,0.85,0.9,630,11.75,705,9.4,0.76,2.46,0.74,1.65,0.86
16681,74.21916667,18.93222222,7.9,0.72,0.54,378,14.2,448,7.4,0.4,2.9,,1.9,0.8
16682,74.56138889,18.93222222,8.72,0.36,0.83,223.1,8.69,202.72,1.73,0.31,1.91,0.94,1.06,1.28
16683,74.86083333,18.93222222,8.27,0.8,0.74,200.7,6.24,301.28,1.22,0.73,1.64,1.63,3.36,0.87
16684,74.96111111,18.9325,8.38,0.47,0.76,205.6,6.19,348.32,3.1,0.37,0.83,1.91,2.32,1.23
16685,75.61111111,18.93305556,8.8,0.28,0.78,172,8.01,202,9.91,0.62,0.75,0.31,0.78,0.17
16686,74.15083333,18.93333333,7.3,0.18,0.78,198,6,994.5,23,0.85,4.06,4.81,71.8,0.32
16687,74.88611111,18.93333333,8.25,0.27,0.58,102,7.95,215,6.34,0.53,0.92,0.39,0.46,0.16
16688,74.57361111,18.93416667,8.07,1.12,0.66,163.07,6.38,175.84,1.91,0.45,1.22,1.32,3.42,0.84
16689,74.69361111,18.93416667,8.3,0.29,0.41,222,6.77,409,7.23,0.58,1.88,1.99,8.98,0.36
16690,74.81,18.93416667,8.61,0.19,0.91,241.47,8.98,329.28,1.59,0.61,1.42,1.64,3.96,1.12
16691,74.83611111,18.93416667,8.4,0.28,0.81,200.7,6.19,462.56,1.96,0.32,1.14,1.43,3.19,1.21
16692,74.68444444,18.93472222,8.27,0.62,0.93,188,23.95,47.04,18.85,0.31,0.73,1.96,7.42,
16693,74.75944444,18.93472222,8.28,1.36,0.52,144.2,7.78,302.4,2.1,0.48,1.62,2.24,2.91,1.16
16694,74.77,18.93472222,8.34,2.64,0.56,156.8,5.18,374.08,1.36,0.79,1.34,2.18,2.94,0.99
16695,74.77694444,18.93472222,8.4,0.34,0.79,194.4,5.76,311.36,1.36,0.31,1.22,1.35,3.34,1.2
16696,73.70416667,18.935,7.55,1.7,1.23,861,12.72,399.23,10.63,0.2,1.7,0.29,1.3,0.39
16697,74.72666667,18.935,8.19,0.54,0.93,125,3.83,183,6.22,0.11,0.44,0.3,0.2,0.14
16698,75.08166667,18.935,8.1,0.85,0.43,103,7.81,190,10.21,0.52,0.21,0.1,0.5,0.1
16699,74.31361111,18.93527778,,0.26,0.81,200.7,9.02,309.12,2.11,0.3,1.34,1.5,3.26,0.78
16700,74.58944444,18.93555556,8.71,0.34,0.85,210.11,6.85,337.12,1.77,0.23,1.16,1.33,2.88,1.37
16701,75.02166667,18.93555556,8.8,0.7,0.89,238.1,7.34,305.12,1.47,0.18,1.3,1.34,2.98,1.69
16702,74.58138889,18.93583333,8.45,0.26,0.6,166.2,9.21,246.4,1.02,0.12,1.48,1.14,3.11,1.34
16703,75.97888889,18.93583333,8.77,0.63,0.68,185.02,6.86,383.4,2.4,0.64,1.4,1.52,3.29,1.69
16704,74.43416667,18.93611111,,0.28,0.74,181.8,9.17,330.4,1.13,0.38,1.3,1.35,3.25,1.36
16705,74.72861111,18.93611111,8.44,0.22,0.99,244.6,5.57,413.28,1.67,0.55,1.29,1.6,3.03,0.87
16706,75.01944444,18.93611111,8.25,0.29,0.44,79.25,5.26,264,6.89,0.46,0.81,0.12,0.72,0.09
16707,74.45027778,18.93638889,,0.66,0.58,144.2,4.13,271.04,1.09,0.23,1.29,1.7,2.61,1.13
16708,76.03055556,18.93694444,8.16,0.94,0.31,74,2.2,210,10.11,0.22,0.36,0.28,0.41,0.32
16709,74.57138889,18.93722222,,0.21,0.95,235.2,6.43,495.04,2.21,0.38,1.37,1.41,3.49,1.19
16710,74.80166667,18.93777778,8.09,0.88,0.63,238,18.87,35.76,13.11,0.36,1.42,1.18,1.17,
16711,74.95277778,18.93777778,7.41,0.69,0.37,252,13.96,268,6.4,0.6,2.75,0.28,1.75,0.7
16712,75.53194444,18.93777778,8.92,0.34,0.57,112,4.47,312,76.16,0.34,1.02,0.46,0.45,0.12
16713,74.82416667,18.93805556,8.24,0.89,0.45,213,21.77,245.28,15.51,0.52,0.88,2.27,1.75,
16714,74.56611111,18.93833333,8.42,1.08,0.79,213.1,3.84,385.28,1.36,0.46,1.01,1.61,1.3,1.65
16715,74.7575,18.93833333,8.09,0.76,0.81,238,21.29,238.45,14.71,0.52,1.67,1.56,1.17,
16716,74.76055556,18.93833333,8.74,0.19,0.35,100.35,6.77,445.76,2.13,0.43,1.39,1.78,3.27,1.21
16717,74.48222222,18.93861111,8.62,0.31,0.68,169.34,7.34,486.8,1.51,0.41,1.29,1.51,2.84,1.91
16718,74.69444444,18.93888889,,0.45,0.5,122.3,8.11,357.28,1.84,0.28,1.47,1.24,3.03,1.21
16719,74.75777778,18.93888889,8.25,0.72,0.54,226,24.43,165.54,12.25,0.49,0.96,0.99,0.87,
16720,74.79361111,18.93888889,8.19,0.81,0.41,251,26.37,121.97,14.56,0.99,8.88,4.11,42.93,
16721,74.68111111,18.93916667,,0.18,0.46,112.89,4.03,495.04,1.38,0.43,1.15,1.29,2.74,1.55
16722,74.69611111,18.93916667,8.15,0.6,0.87,172,4.42,217,9.19,0.32,1.2,0.16,0.32,0.21
16723,74.81333333,18.93944444,7.8,0.35,0.36,230,6.66,403,7.34,0.43,1.54,1.34,7.66,0.32
16724,74.83972222,18.93944444,8.12,1.19,0.3,226,14.76,113.46,15.17,0.53,1.42,1.56,2.94,
16725,74.87333333,18.93972222,8.2,1.26,0.48,201,25.16,143.92,14.4,0.56,1.03,1.32,2.94,
16726,73.51,18.94,7.1,0.08,0.79,197,44,906,14,0.47,10.8,1.67,43.2,0.58
16727,74.48333333,18.94,8.38,0.39,0.52,144.25,6.1,330.4,1,0.33,1.32,1.52,3.4,1.91
16728,74.78805556,18.94027778,8.24,0.44,0.53,118,4.79,221,12.35,0.51,0.66,0.35,0.09,0.3
16729,74.53416667,18.94055556,8.67,0.34,0.79,194.4,8.06,454.72,1.09,0.49,1.29,1.48,3.27,1.28
16730,74.51777778,18.94083333,8.9,0.36,0.68,169.34,9.22,462.56,1.51,0.31,1.42,1.44,2.9,1.86
16731,74.92083333,18.94083333,8.63,0.97,0.85,228.1,6.67,392,1.14,0.26,1.77,1.14,2.5,1.34
16732,74.77777778,18.94111111,8.64,0.56,0.51,357,12.54,1019,6.5,0.5,3.89,0.42,2.6,0.58
16733,74.45694444,18.94138889,7.5,0.08,0.66,172,22,621,14,0.46,4,14,2,1.9
16734,74.71416667,18.94138889,8.11,1.55,0.41,188,35.8,155.34,12.09,0.96,8.58,5.23,32.51,
16735,74.80583333,18.94138889,8.38,0.37,0.79,210.11,6.62,323.68,2.06,0.42,1.24,1.62,3.12,0.41
