S.No,Long,Lat,pH,EC,OC,N,P,K,S,Zn,Fe,Cu,Mn,B
16736,74.625,18.94166667,8.37,0.34,0.81,200.7,7.73,406.56,2.07,0.6,1.1,1.73,3.14,1.19
16737,74.61638889,18.94194444,8.17,0.54,0.48,134.5,9.41,420,1.86,0.39,1.14,1.54,3.62,1.01
16738,74.70083333,18.94194444,8.18,1.56,0.6,163,39.67,138.88,22.32,0.66,3.76,4.23,12.02,
16739,74.88361111,18.94194444,7.9,0.35,0.34,222,6.77,423,6.84,0.66,1.34,2.1,8.65,0.46
16740,74.91194444,18.94194444,8.41,0.51,0.52,192,8.4,185,6.49,0.08,0.99,0.79,0.41,0.35
16741,73.47888889,18.94222222,7.7,0.23,0.73,182.5,36,1174,24,1.6,32,14,29,1
16742,74.72972222,18.94222222,8.47,0.44,0.85,225.79,8.98,371.84,2.06,0.62,1.61,1.82,2.88,1.15
16743,74.71611111,18.9425,8.08,0.78,0.42,201,35.8,118.61,14.21,2.25,0.48,4,23.86,
16744,76.6375,18.94277778,8.4,0.26,1.09,269.69,8.54,337.12,2.05,0.25,1.34,1.52,3.11,1.71
16745,74.64833333,18.94333333,8.2,0.41,0.12,38.14,3.33,229,12.38,0.39,0.42,1.07,0.35,0.22
16746,74.4475,18.94361111,,0.35,0.48,119.16,8.5,236.62,1.45,0.27,1.33,1.3,2.93,0.86
16747,73.89138889,18.94388889,6.3,0.13,0.56,143,80,290,7,1.2,7,15,18,1.8
16748,74.6525,18.94388889,7.98,1.79,0.66,163.07,5.23,309.12,1.61,0.3,1.2,1.22,3.01,1.05
16749,74.255,18.94416667,8.63,0.92,0.78,194.43,5.57,297.92,1.72,0.23,1.43,1.33,2.86,0.78
16750,74.68972222,18.94444444,8.75,0.32,0.49,118,4.33,160,15.41,0.11,0.41,0.39,0.35,0.24
16751,74.71083333,18.94444444,8.72,0.37,0.74,178,8.55,220,14.29,0.35,0.35,0.14,0.42,0.14
16752,74.69777778,18.94472222,8.2,0.9,0.42,151,30.24,171.47,15.55,3,0.59,3.5,25.27,
16753,74.70111111,18.94472222,8.17,1.07,0.69,138,40.64,162.29,19.49,0.75,2.28,4.76,24.68,
16754,73.61166667,18.945,7.4,0.15,0.64,160,22,697,14,1.3,28,14,8,0.26
16755,74.64611111,18.945,8.44,0.17,0.85,228.92,5.66,306.88,1.37,0.44,1.25,1.54,3.55,1.31
16756,74.90888889,18.945,7.5,0.36,0.4,208,7.18,433,6.76,0.48,1.54,2.1,8.34,0.34
16757,73.72694444,18.94527778,7.6,0.23,0.66,165,39,433,14,0.46,2,14,14,8
16758,74.58166667,18.94527778,,0.41,0.74,200.6,7.73,520.8,1.19,0.12,1.5,1.5,2.13,1.17
16759,74.71666667,18.94527778,8.26,1.16,0.78,238,37.74,270.26,22.41,0.89,3.02,4.39,27.17,
16760,74.46361111,18.94555556,8.08,0.48,0.85,228.1,3.6,532,1.63,0.43,1.53,1.02,1.98,1.19
16761,74.55333333,18.94611111,8.27,0.28,0.5,122.3,7.34,300.16,1.69,0.42,1.12,1.53,3.26,0.78
16762,74.74611111,18.94611111,8.74,0.33,0.83,22.65,5.86,479.36,1.71,0.75,1.37,1.42,3.21,1.49
16763,74.69111111,18.94638889,8.11,0.49,0.68,149,6.36,219,13.09,0.12,0.74,0.11,0.12,0.16
16764,74.8675,18.94666667,8.14,1.16,0.72,194.43,5.14,359.52,1.65,0.51,1.21,1.71,3.6,1.11
16765,75.09,18.94666667,8.2,0.24,0.96,201,9.12,261,9.24,0.74,0.18,0.26,0.39,0.19
16766,74.83111111,18.94694444,8.23,1.44,0.81,200.7,3.65,285.6,3.13,0.54,1.28,1.98,3.07,1.05
16767,74.67805556,18.94722222,8.24,1.11,0.87,232.06,6.38,380.8,1.63,0.37,1.52,1.34,3.24,0.68
16768,74.71,18.94722222,,0.39,0.56,153.66,9.02,322.56,1.89,0.33,1.3,1.4,2.91,1.69
16769,75,18.94722222,8.36,0.21,0.44,80.12,5.49,298,6.25,0.32,0.25,0.18,0.86,0.13
16770,75.06666667,18.94722222,8.14,0.34,0.99,175,6.13,325,7.64,0.34,0.79,0.47,0.61,0.18
16771,74.82694444,18.94777778,8.27,0.86,0.36,251,30,155.68,13.92,0.77,0.23,4.58,22.71,
16772,75.36805556,18.94777778,8.4,0.69,0.35,84,7.88,190,10.5,0.62,1.32,0.62,0.83,0.14
16773,73.50777778,18.94833333,6,0.07,1.05,262,49,646,14,0.89,31.9,4.81,62,4
16774,74.6975,18.94833333,8.68,0.14,0.74,197.56,7.2,356.16,1.87,0.68,1.37,1.99,2.96,1.57
16775,74.60194444,18.94861111,8.46,0.2,0.59,142,4.19,194,10.23,0.22,0.59,0.69,0.62,0.14
16776,73.49694444,18.94916667,5.8,0.16,0.61,152,60,908,14,1.21,37.3,4.87,75.2,2.6
16777,74.65527778,18.94944444,8.76,0.31,0.58,159.93,8.11,439.04,1.95,0.35,1.41,2.04,3.01,1.29
16778,74.44527778,18.95027778,8.49,0.2,0.74,181.88,6.67,312.48,1.71,0.51,1.31,1.43,3.14,1.41
16779,74.6225,18.95027778,5.8,0.08,0.69,173,29,521,22,0.47,21,0.56,14,0.54
16780,74.83111111,18.95055556,8.3,0.32,0.49,212,6.77,333,7.24,0.55,1.34,1.28,8.98,0.34
16781,74.88777778,18.95083333,7.6,1,0.54,273,11.2,448,8.3,0.4,2.6,0.4,1.7,0.72
16782,74.60972222,18.95111111,8.32,1.19,0.48,115,3.2,220,8.2,0.33,0.48,0.41,0.24,0.14
16783,74.89666667,18.95111111,8.14,0.48,0.83,222.65,5.42,308.56,0.51,0.47,1.53,1.44,3.55,1.39
16784,74.47777778,18.95138889,8.43,0.51,0.85,210.11,6.86,331.52,1.13,0.11,1.28,1.24,3.12,1.27
16785,74.53555556,18.95138889,,0.22,0.62,153.66,8.54,183.68,1.57,0.53,0.92,1.63,3.3,1.36
16786,74.86305556,18.95138889,8.4,0.34,0.48,245,6.66,433,6.84,0.61,1.54,1.51,7.66,0.39
16787,74.64083333,18.95166667,8.68,0.27,0.7,188.16,6.29,441.28,1.9,0.36,1.58,1.51,2.84,1.32
16788,74.72388889,18.95166667,8.64,0.26,0.5,137.98,6.96,266.56,1.93,0.74,1.49,1.64,2.92,1.19
16789,74.65388889,18.95194444,,0.32,0.42,119.16,9.22,472.64,1.65,0.32,1.24,1.34,3.92,1.27
16790,74.77555556,18.95194444,8.06,1.52,0.15,201,38.71,121.97,12.09,1.08,9.52,1.05,41.38,
16791,74.90888889,18.95194444,8.75,0.18,0.72,194.43,7.97,454.72,1.38,0.47,1.28,1.62,3.87,1.16
16792,74.67805556,18.95222222,8.48,0.64,0.79,194.43,5.23,306.88,1.49,0.37,1.47,1.22,3.73,1.49
16793,74.71222222,18.95222222,8.37,0.16,0.66,163.07,5.71,287.84,1.96,0.23,1.21,1.39,2.71,1.43
16794,74.90805556,18.95222222,,0.42,0.62,169.34,4.13,273.28,1.07,0.78,1.65,1.61,3.29,1.18
16795,74.70055556,18.95277778,8.26,0.59,0.66,151,36.77,43.79,13.2,0.44,2.91,2.04,10.27,
16796,75.075,18.95277778,8.32,0.24,0.44,80.11,9.13,147,6.17,0.32,0.84,0.63,0.53,0.12
16797,74.08277778,18.95305556,6.8,0.26,0.87,217,4,260,9,0.55,9.02,2.98,44.31,0.19
16798,75.80638889,18.95305556,8.85,0.23,0.6,120,7.19,289,5.41,0.41,0.89,0.63,0.35,0.13
16799,74.77138889,18.95333333,,0.2,0.5,137.98,7.63,379.5,2.8,0.54,1.63,1.49,3.6,1.32
16800,74.36166667,18.95361111,8.34,0.76,0.6,241.47,8.88,311.36,1.59,0.43,1.29,1.69,3.22,1.22
16801,74.5625,18.95388889,,0.23,0.89,235.2,4.7,327.04,1.51,0.43,1.32,1.34,3.12,1.75
16802,74.71638889,18.95416667,8.17,0.83,0.4,176,33.87,172.14,12.09,1.06,7.74,6.23,33.87,
16803,74.83916667,18.95444444,8.36,0.96,0.51,188,21.53,118.05,9.08,0.48,1.58,1.06,4.43,
16804,73.93416667,18.95472222,5.7,0.42,0.57,142.5,6,688,23,0.23,11.23,2.05,35.89,0.98
16805,74.73833333,18.955,8.47,0.36,0.76,203.84,4.7,402.08,2.03,0.62,1.7,1.21,3.79,1.59
16806,74.74694444,18.955,8.32,0.61,0.89,222.6,7.49,309.12,1.58,0.28,1.36,1.71,3.59,1.16
16807,73.57805556,18.95527778,7.8,0.06,1.08,7.56,13.38,318.96,7.92,0.34,4.62,0.51,1.35,0.8
16808,74.77111111,18.95527778,8.4,1.11,0.5,141.12,5.47,238.56,2.61,0.64,1.6,2.39,2.88,1.1
16809,75.02805556,18.95527778,7.99,0.42,0.9,166,7.21,216,7.96,0.39,0.94,0.68,0.34,0.18
16810,74.35305556,18.95555556,8.37,0.41,0.78,232.06,6.38,221.76,2.11,0.44,1.13,1.44,3.4,0.96
16811,74.46472222,18.95555556,8.8,0.14,0.7,172.48,6.29,181.44,1.61,0.33,1.15,1.57,2.33,1.41
16812,74.7575,18.95555556,8.24,0.69,0.78,238,24.92,198.02,12.63,0.69,2.11,1.18,2.34,
16813,73.57916667,18.95583333,7.6,0.09,0.88,617.4,13.16,829.29,7.15,43,4.89,0.4,1.4,0.51
16814,73.59416667,18.95611111,7.76,0.07,0.92,642.6,7.02,880.84,6.57,0.39,4.63,0.28,1.33,0.78
16815,74.79833333,18.95611111,8.3,0.96,0.51,213,14.76,122.98,11.72,0.66,0.67,0.94,1.75,
16816,73.57722222,18.95638889,7.8,0.06,1.08,756,13.38,318.96,7.92,0.34,4.62,0.51,1.35,0.8
16817,73.57805556,18.95638889,7.65,0.06,0.95,667.8,13.6,734.37,7.63,0.63,4.91,0.52,1.51,0.57
16818,75.10194444,18.95638889,8.45,0.31,0.46,112.8,6.86,325.92,1.65,0.77,1.14,1.37,3.47,1.31
16819,74.67944444,18.95666667,8.33,4.26,0.64,159.93,7.34,297.92,1.63,0.36,1.48,2.7,3.08,1.39
16820,73.59333333,18.95694444,7.82,0.05,1.31,919.8,7.02,1057.22,6.96,0.42,4.32,0.25,1.48,0.58
16821,74.73638889,18.95694444,8.63,1.87,0.64,175.61,7.54,243.04,1.66,0.62,1.43,1.58,3,1.37
16822,73.58166667,18.95722222,7.86,0.06,0.99,693,13.6,509.07,6.96,0.55,4.83,0.35,1.39,0.5
16823,73.59583333,18.9575,7.8,0.08,1.06,743.4,7.02,417.18,6.28,0.35,4.51,0.26,1.25,0.42
16824,74.63888889,18.9575,8.67,0.18,0.39,112.89,5.71,495.04,1.99,0.55,1.22,1.63,3.7,1.43
16825,74.85777778,18.9575,7.8,0.33,0.4,212,7.18,409,7.18,0.48,1.88,1.34,8.98,0.36
16826,73.59638889,18.95777778,7.88,0.1,1.71,1197,7.02,1613.81,6.76,0.46,4.69,0.29,4.69,0.48
16827,74.55888889,18.95777778,8.47,0.45,0.93,219.52,6.62,495.04,3.01,0.64,1.25,1.71,2.98,1.4
16828,74.63361111,18.95777778,8.26,0.31,0.57,174,8.03,304,6.03,0.22,0.76,0.63,0.47,0.12
16829,74.69944444,18.95777778,8.25,0.66,0.42,201,31.93,72.8,16.46,2.29,0.8,4.32,13.38,
16830,74.72944444,18.95805556,8.78,0.12,0.83,247.77,6.38,319.2,1.85,0.51,1.48,1.84,3.54,1.06
16831,76.28305556,18.95805556,7.95,0.62,0.37,89,6.66,300,8.1,0.44,0.63,0.5,0.7,0.22
16832,73.57722222,18.95833333,8.81,0.09,1.33,932.4,13.16,1058.27,7.25,0.55,4.93,0.29,1.83,0.65
16833,73.57861111,18.95833333,7.82,0.06,0.95,667.8,13.6,857.6,7.34,0.32,4.81,0.28,1.85,0.58
16834,73.57833333,18.95861111,7.87,0.06,1.28,894.6,13.38,268.26,7.82,0.52,4.82,0.53,1.38,0.77
16835,73.66361111,18.95861111,7.55,0.06,0.76,529.2,3.95,139.41,6.28,0.58,4.78,0.27,1.42,0.42
16836,74.6925,18.95861111,8.3,0.29,0.44,125.44,9.7,350.56,1.56,0.23,1.46,1.23,3.73,1.25
16837,73.59194444,18.95916667,7.8,0.15,1.85,1297.8,6.8,1058.27,5.99,0.33,4.83,0.39,1.7,0.58
16838,74.57333333,18.95916667,9.27,0.94,0.46,112.89,4.9,303.52,1.71,0.38,1.25,1.43,3.22,1.38
16839,74.7125,18.95916667,8.28,0.85,0.24,226,26.13,73.36,11.91,2.75,0.28,3.32,8.33,
16840,75.28222222,18.95916667,8.44,0.18,0.6,165.6,11.08,353.92,1.94,0.45,0.87,1.23,2.98,1.49
16841,74.69111111,18.95944444,8.16,0.57,1.34,284,3.2,212,4.75,0.36,0.54,0.13,0.3,0.11
16842,74.95805556,18.95972222,7.9,0.29,0.43,222,7.12,409,6.99,0.52,1.54,1.34,8.98,0.36
16843,73.59194444,18.96,7.78,0.08,0.95,667.8,6.8,1345.55,6.96,0.63,5.34,0.25,1.65,0.76
16844,73.80694444,18.96,7.6,0.11,0.41,102.5,12,816,22,0.46,8,14,14,0.46
16845,74.7125,18.96,7.7,0.29,0.43,230,6.77,403,6.99,0.52,1.53,1.57,7.78,0.33
16846,75.98111111,18.96,8.1,0.24,0.41,212,7.23,355,8.87,0.64,1.98,1.58,8.66,0.34
16847,74.95777778,18.96027778,8.3,0.32,0.42,222,7.12,433,6.59,0.54,1.53,1.28,7.88,0.36
16848,73.59611111,18.96055556,7.78,0.11,1.12,781.2,6.8,973.78,7.25,0.43,4.85,0.4,1.33,0.67
16849,73.59888889,18.96055556,7.72,0.16,0.97,680.4,6.8,1228.31,7.92,0.46,5.1,0.28,1.39,0.8
16850,73.59944444,18.96055556,7.67,0.15,1.4,982.8,6.8,1161.78,5.02,0.48,4.82,0.27,1.63,0.78
16851,74.64888889,18.96055556,8.47,0.2,0.83,223.1,5.76,315.84,1.96,0.4,0.91,1.74,2.52,1.63
16852,73.59861111,18.96083333,7.56,0.09,1.04,730.8,6.8,519.63,8.21,0.52,5.21,0.27,1.44,0.59
16853,74.72916667,18.96083333,8.5,0.31,0.66,163,8.5,435.68,1.93,0.55,1.34,1.4,3.62,1.34
16854,74.87388889,18.96083333,8.32,0.18,0.78,210.11,7.87,407.68,1.82,0.3,1.32,1.51,3.72,0.91
16855,75.81166667,18.96083333,,0.32,0.89,219.52,9.02,450.24,1.58,0.4,1.02,1.23,3.36,1.74
16856,73.59277778,18.96111111,7.75,0.05,1.33,932.4,6.8,771,7.82,0.62,5.22,0.4,1.83,0.49
16857,73.59888889,18.96111111,7.48,0.06,0.95,667.8,7.02,213.34,6.86,0.59,5.46,0.35,1.52,0.49
16858,74.63222222,18.96111111,8.46,0.21,0.46,128.57,6.67,327.04,1.47,0.63,1.23,1.5,3.33,1.47
16859,73.59277778,18.96138889,7.82,0.07,0.94,655.2,7.02,1680.35,8.6,0.64,5.36,0.29,1.85,0.59
16860,73.59888889,18.96138889,7.41,0.06,0.92,642.6,7.02,336.92,7.82,0.42,4.62,0.32,1.55,0.53
16861,73.59916667,18.96138889,7.84,0.06,1.31,919.8,7.02,272.49,7.05,0.65,5.92,0.41,1.88,0.42
16862,73.59944444,18.96138889,7.85,0.07,0.88,617.4,7.02,477.38,6.09,0.52,4.62,0.32,1.63,0.49
16863,74.70472222,18.96138889,8,0.33,0.34,212,7.11,403,6.76,0.43,1.53,1.28,7.66,0.36
16864,74.72277778,18.96138889,7.5,0.34,0.41,208,7.18,433,6.59,0.52,1.88,1.28,7.78,0.33
16865,76.06555556,18.96138889,7.75,0.65,0.55,270,4.8,180,8.28,0.62,1.1,0.31,0.52,0.1
16866,73.59416667,18.96166667,7.7,0.06,1.82,1272.6,7.02,941.04,8.02,0.45,4.91,0.32,1.83,0.71
16867,73.59888889,18.96166667,7.67,0.06,1.1,768.6,7.02,286.22,6.28,0.35,4.81,0.29,1.43,0.42
16868,74.73694444,18.96194444,7.9,0.36,0.48,245,6.84,423,6.59,0.43,1.34,1.66,9.14,0.46
16869,73.59277778,18.96222222,7.87,0.06,1.48,1033.2,7.02,1807.09,6.57,0.55,4.92,0.41,1.88,0.74
16870,73.59305556,18.96222222,7.45,0.08,0.88,617.4,7.02,729.81,6.09,0.52,4.63,0.32,1.5,0.42
16871,74.70527778,18.96222222,8.22,0.79,0.39,188,25.89,87.81,20.29,0.35,5.42,3.45,8.12,
16872,74.71166667,18.9625,8.4,0.34,0.36,212,6.84,333,6.76,0.48,1.53,1.42,8.34,0.34
16873,73.59388889,18.96277778,7.81,0.07,1.64,1146.6,7.02,753.04,6.28,0.5,4.94,0.3,1.63,0.48
16874,74.96361111,18.96277778,7.5,0.35,0.42,245,6.84,398,7.23,0.52,1.54,1.34,8.34,0.32
16875,74.7425,18.96305556,7.7,0.3,0.42,230,6.77,403,7.23,0.48,1.43,1.28,8.98,0.32
16876,74.78166667,18.96333333,7.4,0.3,0.34,208,7.12,389,7.18,0.52,1.54,1.28,8.98,0.36
16877,73.59388889,18.96361111,7.6,0.16,1.04,730.8,6.8,978,5.02,0.61,5.1,0.35,1.44,0.52
16878,73.59694444,18.96361111,7.83,0.11,1.06,743.4,7.02,730.86,6.76,0.59,5.21,0.3,1.88,0.49
16879,73.59888889,18.96361111,7.84,0.07,1.06,743.4,7.02,390.78,6.28,0.6,5.44,0.41,1.56,0.78
16880,74.71361111,18.96388889,8.28,1.24,0.24,213,18.87,130.7,15.96,1.14,0.55,4.09,26.58,
16881,73.51166667,18.96416667,5.9,0.1,0.97,242,63,858,6,0.36,11.9,1.48,39.3,402
16882,74.65361111,18.96416667,8.75,0.82,0.7,188.16,6.29,322.56,1.71,0.53,1.45,2.08,2.95,1.84
16883,73.59805556,18.96472222,7.87,0.06,1.1,768.6,7.02,765.72,6.96,0.33,4.94,0.32,1.54,0.76
16884,73.59888889,18.965,7.81,0.06,0.97,680.4,7.02,1441.66,7.63,0.39,4.32,0.35,1.36,0.86
16885,76.05277778,18.96527778,8.3,0.52,0.48,115,5.33,140,14.62,0.73,0.63,0.33,0.96,0.31
16886,74.61861111,18.96555556,,0.25,0.81,200.7,5.09,266.56,1.86,0.31,1.18,1.43,2.89,1.34
16887,73.59833333,18.96583333,7.8,0.09,0.95,667.8,7.02,1058.27,7.05,0.44,4.61,0.29,1.58,0.78
16888,74.80638889,18.96583333,8.25,2.25,0.52,144.25,5.52,247.52,1.96,0.56,1.43,2.44,3.71,1.08
16889,74.80666667,18.96583333,8.61,1.36,0.64,175.61,5.9,171.36,1.54,0.49,1.31,2.54,3.28,1.67
16890,74.93222222,18.96611111,7.5,0.37,0.42,222,7.11,389,7.34,0.55,1.43,1.34,7.88,0.32
16891,74.70555556,18.96638889,8.19,0.64,0.45,188,29.27,88.48,12.32,0.28,1.49,3.63,4.08,
16892,75.08555556,18.96638889,8.37,0.22,0.3,90.21,5.22,305,6.29,0.64,0.59,0.42,0.62,0.09
16893,73.59944444,18.96666667,7.79,0.13,1.12,781.2,6.8,749.87,8.21,0.49,4.91,0.26,1.54,0.5
16894,74.66833333,18.96777778,8.61,0.73,0.78,210.11,3.17,343.84,2.72,0.42,1.47,1.77,2.81,1.4
16895,75.02555556,18.96777778,8.29,0.25,0.78,132,5.88,219,8.17,0.25,0.48,0.1,0.49,0.42
16896,74.63888889,18.96805556,8.64,0.28,0.5,122.3,4.41,420,2.89,0.35,0.9,1.26,2.12,1.22
16897,74.70416667,18.96833333,8.24,0.75,0.93,213,26.85,21.17,12.82,0.45,2.28,3.74,8.92,
16898,74.36972222,18.96888889,8.42,1.75,0.87,216.38,9.17,349.44,1.4,0.13,1.12,1.22,3.22,1.01
16899,74.69916667,18.96888889,8.2,0.92,0.39,201,24.92,121.97,15.07,1.14,0.38,3.29,21.65,
16900,76.215,18.96888889,8.38,2.8,0.92,183,7.57,308,5.39,0.61,0.78,0.35,0.42,0.14
16901,74.78805556,18.96916667,8.69,0.21,0.6,163.07,7.25,291.2,1.95,0.61,1.31,1.32,3.37,1.88
16902,74.67388889,18.97,8.66,0.28,0.66,163,8.16,315.84,1.35,0.53,1.15,1.79,3.32,0.72
16903,74.69916667,18.97,8.2,0.82,0.36,201,22.5,163.07,14.21,2.84,0.48,3.87,28.33,
16904,74.72138889,18.97,7.9,0.35,0.36,245,6.84,389,7.34,0.48,1.43,1.28,7.66,0.33
16905,74.89666667,18.97,7.72,0.72,0.39,273,11.2,504,8.3,0.3,2.9,0.5,1.65,0.8
16906,74.92055556,18.97,7.52,1,0.39,378,16.1,672,8.3,0.5,2.6,0.5,1.7,0.7
16907,74.70222222,18.97027778,8.34,0.64,0.63,238,37.26,88.7,15.27,0.29,1.15,1.7,13.89,
16908,74.81833333,18.97027778,8.89,0.66,0.95,250.88,9.31,449.12,1.51,0.48,1.39,2,3.62,1.18
16909,74.84944444,18.97027778,8.09,0.92,0.63,188,18.39,137.65,9.32,0.29,0.74,1.58,1.75,
16910,74.89722222,18.97027778,7.45,0.72,0.6,420,12.35,649,7.3,0.4,2.48,0.45,1.4,0.4
16911,74.61472222,18.97055556,8.02,0.23,0.12,127,5.66,143,9.73,1.1,1.02,0.34,0.63,0.42
16912,74.5725,18.97083333,8.66,0.17,0.76,203.84,7.34,408.8,2.11,0.68,1.58,1.51,3.88,1.22
16913,74.71277778,18.97083333,8.26,0.86,0.45,201,19.6,151.65,14.12,1.32,0.48,3.32,6.97,
16914,74.42138889,18.97111111,8.19,0.22,0.6,147.39,7.3,254.24,1.14,0.53,1.12,1.53,3,1.15
16915,73.66611111,18.97194444,5.9,0.03,0.89,222.5,4,654.5,19,0.27,11.6,1.69,29.89,0.3
16916,75.02777778,18.97194444,7.64,3.09,0.48,135.6,4.46,368.48,3.37,0.29,1.07,1.51,2.25,1.77
16917,73.73,18.97222222,7.6,0.11,0.5,125,26,714,22,0.22,14,14,6,2.3
16918,74.55777778,18.97222222,8.45,0.19,0.66,163.07,6.14,359.52,1.65,0.27,1.39,1.5,3.52,1.1
16919,74.61027778,18.97222222,8.06,0.28,0.9,212,4.4,221,10.22,8.68,0.79,0.32,0.62,0.1
16920,74.00638889,18.9725,6.2,0.08,0.32,80,120,433,11,0.5,75.67,7.47,94.36,0.39
16921,74.91111111,18.9725,8.21,0.4,0.64,210,10.48,107,4.8,0.2,1.97,29,0.29,0.39
16922,74.67916667,18.97277778,8.76,0.19,0.54,150.52,5.47,415.52,2.73,0.34,1.39,1.71,3.41,0.95
16923,74.82472222,18.97277778,8.24,0.75,0.42,188,19.84,133.28,11.22,0.28,1.34,1.03,2.94,
16924,75.26666667,18.97277778,8.87,0.38,0.66,178.7,6.58,370.72,1.06,0.29,1.22,1.74,3.75,1.67
16925,74.63777778,18.97305556,8.4,1.3,0.88,300,7.75,190,7.3,1.1,0.56,0.3,1.07,0.2
16926,74.69416667,18.97305556,7.6,0.34,0.42,245,6.77,389,7.34,0.55,1.53,1.77,8.34,0.36
16927,74.82861111,18.97361111,8.39,0.79,0.42,213,27.58,150.86,14.69,0.34,1.03,1.06,,
16928,75.38166667,18.97361111,8.18,0.67,0.43,114,12.17,240,9.41,0.22,0.3,0.6,0.34,0.1
16929,74.89805556,18.97388889,7.76,5.5,0.4,101,5.49,209,7.13,0.24,0.44,0.22,0.35,0.11
16930,74.96194444,18.97388889,8.11,1.33,0.35,121.35,6.96,385.28,1.39,0.13,1.6,1.43,3.11,1.65
16931,74.705,18.97444444,8.14,0.69,0.81,188,32.18,58.13,14.07,0.32,0.92,1.47,5.57,
16932,74.95194444,18.97444444,7.6,0.29,0.45,222,7.18,409,6.76,0.54,1.53,1.34,8.34,0.3
16933,74.4825,18.97472222,8.69,0.48,0.97,241.47,5.76,450.24,1.22,0.39,1.23,1.49,3.21,1.19
16934,75.65805556,18.97472222,7.7,1,0.39,273,16.1,504,7.4,0.6,2.9,0.4,1.6,0.8
16935,74.02194444,18.975,6.6,0.12,0.19,47,14,272,27,0.5,35.26,4.92,68.59,0.74
16936,74.61,18.975,8.4,0.3,0.83,206.97,5.86,413.28,1.75,0.42,1.33,1.1,3.49,1.12
16937,74.69722222,18.975,8.29,0.64,0.27,226,30,45.92,14.99,0.37,4.14,1.93,4.43,
16938,74.68083333,18.97555556,,0.44,0.81,216.38,7.92,376.32,2.53,0.58,1.51,1.4,2.77,1.38
16939,74.41805556,18.97583333,7.9,0.82,0.72,140,7.74,310,7.82,0.29,1.78,0.34,0.32,0.1
16940,74.74333333,18.97583333,8.3,0.38,0.41,266,7.31,444,6.76,0.58,1.53,1.99,8.98,0.43
16941,74.73916667,18.97611111,8.34,0.47,0.52,144.2,7.39,216.16,3.01,0.65,1.39,1.99,3.62,1.59
16942,74.89944444,18.97611111,7.65,,0.6,420,11.36,560,8,0.54,2.35,0.62,2.38,0.9
16943,74.32222222,18.97638889,8.43,0.18,0.48,119.16,7.15,184.8,1.63,0.39,1.21,1.41,2.81,1.45
16944,74.48833333,18.97666667,,0.39,0.56,153.66,4.9,515.2,1.87,0.41,1.3,1.44,3.23,1.28
16945,74.57333333,18.97666667,8.64,0.34,0.66,178.75,5.76,252,1.3,0.17,0.73,2.51,2.71,1.42
16946,74.82611111,18.97666667,8.1,0.88,0.64,154,5.68,220,10.55,1.1,0.74,0.63,0.53,0.11
16947,74.71305556,18.97694444,8.08,0.72,0.48,201,26.37,99.79,13.49,2.53,1.03,4.64,20.41,
16948,74.77388889,18.9775,8.4,0.36,0.49,209,6.78,455,6.59,0.55,1.43,1.51,7.88,0.32
16949,75.84527778,18.9775,8.28,2.12,0.61,147,10.6,220,10.49,0.44,0.48,0.28,0.22,0.22
16950,74.90305556,18.97777778,8.22,0.49,0.15,95,9.49,111,5.89,0.41,1.67,0.2,0.48,0.44
16951,75.04722222,18.97777778,8.3,0.22,0.99,174,6.48,329,7.12,0.34,0.81,0.12,0.72,0.09
16952,76.24611111,18.97777778,8.26,2.45,0.86,140,4.43,215,9.3,0.5,1.04,0.42,0.8,0.16
16953,74.16555556,18.97833333,8.4,0.3,0.6,165.6,8.73,221.76,1.81,0.08,1.11,1.32,2.72,1.92
16954,74.71388889,18.97833333,8,0.64,0.41,163,28.3,133.5,12.23,0.99,8.41,17.68,34.49,
16955,74.83,18.97861111,8.09,0.86,0.24,213,17.42,89.49,12.49,0.51,1.34,1.27,,
16956,74.49583333,18.97888889,,0.34,0.54,147.39,9.16,394.24,1.03,0.15,1.12,0.97,3.17,1.24
16957,74.60388889,18.97916667,8.5,0.42,0.58,144.25,5.76,456.96,1.3,0.41,1.24,1.43,3.24,1.48
16958,74.7125,18.97916667,8.12,0.76,0.42,226,19.84,116.37,15.55,1.33,0.48,3.75,14.07,
16959,74.69944444,18.97944444,8.18,0.98,0.42,188,35.8,112.22,13.25,1.5,0.7,4.58,29.43,
16960,74.76694444,18.97972222,7.7,0.37,0.34,245,6.77,398,6.76,0.48,1.88,1.78,7.66,0.34
16961,74.87361111,18.97972222,8.6,0.37,0.48,119.16,5.57,404.32,2.85,0.42,1.3,2.31,3.72,1.48
16962,74.58111111,18.98,8.61,0.46,0.93,232,7.54,347.2,1.21,0.46,1.28,1.39,3.57,1.29
16963,74.70583333,18.98,8.18,0.93,0.4,251,37.01,103.94,12.4,1.11,7.43,10.28,30.92,
16964,75.76,18.98,8.23,1,0.28,67,4,140,7.15,0.22,0.61,0.26,0.3,0.1
16965,74.41527778,18.98027778,7.8,0.27,0.74,181.88,6.58,470.4,1.98,0.62,1.37,1.69,3.22,1.27
16966,75.11833333,18.98027778,8.45,0.18,0.6,149,4.37,163,5.48,0.52,0.95,0.3,0.63,0.12
16967,74.78944444,18.98111111,8.12,0.48,0.34,106,6.31,179,10.44,0.62,0.83,0.21,0.24,0.2
16968,74.87388889,18.98111111,8.09,0.79,0.57,201,19.84,230.05,10.76,0.69,0.64,2.57,4.29,
