,latitudes,longitudes,values,variance
368,17.97,75.2,0.2855392431293357,0.018116275849619053
369,17.97,75.21,0.2863384189230839,0.018132930572218105
370,17.97,75.22,0.28697042001014744,0.01814837907814553
371,17.97,75.23,0.28745431064596166,0.01816243564906804
372,17.97,75.24,0.2878144191456309,0.018174912178870704
373,17.97,75.25,0.2880300750273205,0.018185645783588212
374,17.97,75.26,0.28808845864793564,0.01819451346427552
375,17.97,75.27,0.2879944069348506,0.01820144100271878
376,17.97,75.28,0.28778875255809133,0.018206408738360966
377,17.97,75.29,0.28747583693090717,0.018209442215866643
378,17.97,75.3,0.28710529649461497,0.01821059130359508
379,17.97,75.31,0.2867462128924151,0.01820991893821736
380,17.97,75.32,0.28643506000867075,0.018207500603079796
381,17.97,75.33,0.28627185693605783,0.018203454873242292
382,17.97,75.34,0.2863903817359282,0.018197987771904987
383,17.97,75.35,0.28673089254840795,0.018191410481850693
384,17.97,75.36,0.2871869892141939,0.018184093536801508
385,17.97,75.37,0.28769060201909913,0.018176327421205472
386,17.97,75.38,0.2881909416431063,0.018168186315136108
387,17.97,75.39,0.2886476537735172,0.018159531744385934
388,17.97,75.4,0.28909179754125364,0.01815013196379094
389,17.97,75.41,0.28964939920534777,0.01813977289250052
390,17.97,75.42,0.29038334369855795,0.018128288885664555
391,17.97,75.43,0.2913005660663686,0.01811554737391064
392,17.97,75.44,0.29249434869863306,0.018101427751375986
393,17.97,75.45,0.2940173236794268,0.01808582504955269
394,17.97,75.46,0.29590856745434974,0.018068681437628138
395,17.97,75.47,0.29817408200149537,0.018050029933803374
396,17.97,75.48,0.30048844615801173,0.01803003551950476
397,17.97,75.49,0.3025990524149437,0.01800904524547957
398,17.98,73.4,0.4830822092155577,0.018164373995904693
399,17.98,73.41,0.48337740447720623,0.0181390287912566
400,17.98,73.42,0.4833883350532261,0.018119194895187544
401,17.98,73.43,0.4832109743319175,0.01810455274174952
402,17.98,73.44,0.48291144654787854,0.018094598978583946
403,17.98,73.45,0.4824732240029414,0.018088720138288234
404,17.98,73.46,0.481833672420299,0.018086287269498402
405,17.98,73.47,0.48091023778902536,0.018086753202068276
406,17.98,73.48,0.47966325557311285,0.018089782294549637
407,17.98,73.49,0.4780491851715388,0.018095462711540174
408,17.98,73.5,0.47601738344761835,0.01810442976708989
409,17.98,73.51,0.47352113360470727,0.018116985223586773
410,17.98,73.52,0.47056042289773314,0.018131987706941008
411,17.98,73.53,0.46720710519446157,0.018147928650871743
412,17.98,73.54,0.46363678462785024,0.018163828568886396
413,17.98,73.55,0.4599699582144094,0.018179126754261015
414,17.98,73.56,0.4563663834997729,0.018193490734741868
415,17.98,74.57,0.320162587075507,0.017871878727151545
416,17.98,74.58,0.3186795828504632,0.01788381754785762
417,17.98,74.59,0.31732902068526764,0.017896123410368954
418,17.98,74.6,0.3161064752168199,0.017908789871387776
419,17.98,74.61,0.3149504371214944,0.01791947476876474
420,17.98,74.62,0.3138628199756014,0.017927298599421517
421,17.98,74.63,0.31282929401344317,0.01793212276533532
422,17.98,74.64,0.3118268966962805,0.017933932320130477
423,17.98,74.65,0.3108003748841914,0.017932679439026412
424,17.98,74.66,0.3097455705432934,0.017928245955930216
425,17.98,74.67,0.3087257756720854,0.017920454713346367
426,17.98,74.68,0.30780911358480056,0.017909094550837064
427,17.98,74.69,0.3069557591048096,0.017893946400337472
428,17.98,74.7,0.3061123128979593,0.01787480300284494
429,17.98,74.71,0.30525152280179535,0.017851489468471055
430,17.98,74.72,0.30428691448686573,0.017823883292640716
431,17.98,74.73,0.30328473240190623,0.017791944558501988
432,17.98,74.74,0.3022894006349207,0.017755766358955833
433,17.98,74.78,0.2980172055133393,0.01758231793880514
434,17.98,74.79,0.2967307240044548,0.01753148914973733
